Gene	FC	FDR	pct.exp	ID	Class	Direction
515	TRPM3	-0.360101906390728	4.46569294035138e-15	93.0186037207442	Cluster0_Anterior	Cluster0	Anterior
516	TTLL7	-0.312885318495786	2.03686766844865e-09	71.6343268653731	Cluster0_Anterior	Cluster0	Anterior
517	UBE2E3	-0.323137359575939	3.39569730346345e-06	63.9927985597119	Cluster0_Anterior	Cluster0	Anterior
518	UNC13C	0.755427890546135	7.64047445174705e-22	67.253450690138	Cluster0_Posterior	Cluster0	Posterior
519	UNC5C	-0.44053779790232	8.71586178720578e-15	53.1506301260252	Cluster0_Anterior	Cluster0	Anterior
520	WBSCR17	0.407259019100899	1.67607533790998e-41	95.619123824765	Cluster0_Posterior	Cluster0	Posterior
521	ZFYVE28	0.376432282693187	7.82106931596168e-10	57.2114422884577	Cluster0_Posterior	Cluster0	Posterior
522	AAK1	0.349366811905833	2.40505193619567e-12	89.7086763774541	Cluster1_Posterior	Cluster1	Posterior
523	ABI1	0.389704295398238	2.04503381669341e-07	67.5744141861938	Cluster1_Posterior	Cluster1	Posterior
524	ACTR3	0.317887632898689	9.52486020359489e-06	55.0031665611146	Cluster1_Posterior	Cluster1	Posterior
525	ADAM23	-0.471021604433106	7.89690159374107e-11	72.0709309689677	Cluster1_Anterior	Cluster1	Anterior
526	ADD2	0.352987630662586	1.37216753948638e-05	69.1260291323622	Cluster1_Posterior	Cluster1	Posterior
527	ADGRV1	0.565411851996555	1.57463811059716e-13	81.5072830905636	Cluster1_Posterior	Cluster1	Posterior
528	ADIPOR2	-0.38336502909481	3.39137462842131e-13	32.9322355921469	Cluster1_Anterior	Cluster1	Anterior
529	ADRBK2	0.429675525617991	2.40505193619567e-12	82.3622545915136	Cluster1_Posterior	Cluster1	Posterior
530	AFAP1	-0.400207603776628	1.09721617336282e-10	29.5123495883471	Cluster1_Anterior	Cluster1	Anterior
531	AGAP1	-0.34617076342398	5.48257686894976e-08	75.7758074730842	Cluster1_Anterior	Cluster1	Anterior
532	AGAP3	0.446574474387654	1.61763310742131e-08	55.4464851171628	Cluster1_Posterior	Cluster1	Posterior
533	AGPAT4	-0.337320596600394	6.81201072973231e-09	71.1842938568714	Cluster1_Anterior	Cluster1	Anterior
534	AK5	-0.310545432634129	2.21473847897748e-08	88.1887270424319	Cluster1_Anterior	Cluster1	Anterior
535	AKAP13	-0.524803292376677	1.67823379813806e-17	41.418619379354	Cluster1_Anterior	Cluster1	Anterior
536	ANO4	-0.413268511509224	1.34703291959088e-12	74.5091830272324	Cluster1_Anterior	Cluster1	Anterior
537	ANO5	0.393378752693587	2.76837186885629e-06	71.8176060797973	Cluster1_Posterior	Cluster1	Posterior
538	APBA1	-0.349438138289184	3.78580741479209e-06	58.7397086763775	Cluster1_Anterior	Cluster1	Anterior
539	ARHGAP44	0.435623019721421	1.22151880721124e-12	81.1906269791007	Cluster1_Posterior	Cluster1	Posterior
540	ARHGEF3	0.526156183970142	4.62079566343348e-14	80.3356554781507	Cluster1_Posterior	Cluster1	Posterior
541	ARHGEF7	0.385275989114294	6.23711865819033e-09	89.7720075997467	Cluster1_Posterior	Cluster1	Posterior
542	ARNT2	-0.363731005161134	1.58187092276162e-09	82.837238758708	Cluster1_Anterior	Cluster1	Anterior
543	ATP2C1	0.45681555332442	6.13358918304429e-09	77.2957568081064	Cluster1_Posterior	Cluster1	Posterior
544	ATP6V1H	0.381611399098326	1.3117123457014e-06	75.5858138062065	Cluster1_Posterior	Cluster1	Posterior
545	BCL11A	0.52440395245922	1.1939661404636e-11	82.5839138695377	Cluster1_Posterior	Cluster1	Posterior
546	BCL11B	0.548579308228555	1.70672200922152e-22	87.9987333755542	Cluster1_Posterior	Cluster1	Posterior
547	BCL6	0.470146004090803	1.59824450870852e-11	51.6149461684611	Cluster1_Posterior	Cluster1	Posterior
548	C1orf21	0.559233911075092	3.98344764889198e-12	62.6979100696643	Cluster1_Posterior	Cluster1	Posterior
549	C9orf3	-0.305099933635906	1.33485437960861e-05	71.8176060797973	Cluster1_Anterior	Cluster1	Anterior
550	CABP1	0.42255435997639	2.31282724841869e-13	86.2254591513616	Cluster1_Posterior	Cluster1	Posterior
551	CACHD1	0.450650328720622	2.09193163097154e-10	58.9613679544015	Cluster1_Posterior	Cluster1	Posterior
552	CACNA1C	-0.481181081569407	5.18084625759153e-18	82.7422419252692	Cluster1_Anterior	Cluster1	Anterior
553	CACNG8	0.450982500968296	5.92261205570593e-13	78.0873970867638	Cluster1_Posterior	Cluster1	Posterior
554	CADM1	-0.542307210442326	8.60843786509264e-23	86.4154528182394	Cluster1_Anterior	Cluster1	Anterior
555	CADPS2	0.697393035686134	1.85247923795132e-41	90.34198860038	Cluster1_Posterior	Cluster1	Posterior
556	CALM1	0.346821292372688	4.32807626098468e-07	85.7504749841672	Cluster1_Posterior	Cluster1	Posterior
557	CAMK2A	0.451812772299052	1.85283040720179e-21	91.4502849905003	Cluster1_Posterior	Cluster1	Posterior
558	CAMK2B	0.474983987125364	3.06148474214067e-19	87.6504116529449	Cluster1_Posterior	Cluster1	Posterior
559	CAMK2D	-0.523847854636676	5.38511424345905e-19	51.1399620012666	Cluster1_Anterior	Cluster1	Anterior
560	CAP2	0.486546463141043	1.746952010816e-12	77.4224192526916	Cluster1_Posterior	Cluster1	Posterior
561	CBLB	0.350253500803062	5.56738533150815e-08	42.7802406586447	Cluster1_Posterior	Cluster1	Posterior
562	CDC42SE2	-0.352617118085768	4.8206686367787e-08	44.5218492716909	Cluster1_Anterior	Cluster1	Anterior
563	CDH12	-0.364817828514232	3.86758508219436e-06	64.9461684610513	Cluster1_Anterior	Cluster1	Anterior
564	CDK5RAP3	0.310205337670212	0.000178296125110705	38.3470550981634	Cluster1_Posterior	Cluster1	Posterior
565	CHCHD6	0.439915806134519	6.12212386656241e-09	59.6263457884737	Cluster1_Posterior	Cluster1	Posterior
566	CHN1	0.311292134203222	2.24184626807928e-06	85.940468651045	Cluster1_Posterior	Cluster1	Posterior
567	CHST15	0.330884061820661	2.98167205222014e-05	60.5446485117163	Cluster1_Posterior	Cluster1	Posterior
568	CLMP	0.645735113698707	3.43066094351501e-29	91.735275490817	Cluster1_Posterior	Cluster1	Posterior
569	CLSTN1	0.303718509845199	0.000651403990446203	65.8961367954402	Cluster1_Posterior	Cluster1	Posterior
570	CLTA	-0.301178403080308	1.29478639748828e-06	32.7105763141229	Cluster1_Anterior	Cluster1	Anterior
571	CNTN5	-0.469627036435463	3.0895128964927e-13	57.4730842305257	Cluster1_Anterior	Cluster1	Anterior
572	CNTNAP3B	0.549703429535365	4.65653942237086e-13	72.957568081064	Cluster1_Posterior	Cluster1	Posterior
573	COL24A1	0.467831150163139	5.9077286334683e-12	85.3388220392654	Cluster1_Posterior	Cluster1	Posterior
574	COL25A1	0.333578745814018	5.58806644060695e-05	50.8866371120963	Cluster1_Posterior	Cluster1	Posterior
575	COL4A1	-0.383358806568532	1.57434227764669e-08	46.3901203293224	Cluster1_Anterior	Cluster1	Anterior
576	COL5A2	0.922242884819084	2.08907562382265e-30	84.6738442051932	Cluster1_Posterior	Cluster1	Posterior
577	CPD	-0.324693668700455	4.80985343563454e-08	36.4154528182394	Cluster1_Anterior	Cluster1	Anterior
578	CPNE4	0.468540464503903	9.43075639312192e-08	59.7530082330589	Cluster1_Posterior	Cluster1	Posterior
579	CRY2	0.300239945808848	0.000492705032447873	63.4262191260291	Cluster1_Posterior	Cluster1	Posterior
580	CSRNP3	0.301224007527334	8.99070790484625e-06	90.025332488917	Cluster1_Posterior	Cluster1	Posterior
581	CTNNA3	-0.501370432676273	1.73512196316414e-09	59.3413552881571	Cluster1_Anterior	Cluster1	Anterior
582	CYFIP2	0.342569979456192	1.61477960142336e-05	67.0044331855605	Cluster1_Posterior	Cluster1	Posterior
583	DAB1	0.348854236177409	2.91906468353036e-21	98.1633945535149	Cluster1_Posterior	Cluster1	Posterior
584	DGKH	0.43222761153295	5.66264307427817e-07	76.2824572514249	Cluster1_Posterior	Cluster1	Posterior
585	DGKI	0.425303206276145	9.02544936284327e-23	94.8068397720076	Cluster1_Posterior	Cluster1	Posterior
586	DNM3	-0.388716827250952	2.45695156996319e-10	78.0873970867638	Cluster1_Anterior	Cluster1	Anterior
587	DPP10	-0.378345599579811	3.75656950990708e-10	88.5687143761875	Cluster1_Anterior	Cluster1	Anterior
588	DSCAML1	0.355854593854458	7.38957915794539e-10	86.7954401519949	Cluster1_Posterior	Cluster1	Posterior
589	DYNLL1	0.326663536407496	0.000326980975265056	46.2001266624446	Cluster1_Posterior	Cluster1	Posterior
590	ELAVL4	-0.422917415420314	5.88986024809327e-11	33.0588980367321	Cluster1_Anterior	Cluster1	Anterior
591	ELL2	-0.605496521151117	3.88725502111094e-19	48.923369221026	Cluster1_Anterior	Cluster1	Anterior
592	ELMO1	-0.471755002393074	1.22088689486035e-12	73.3058898036732	Cluster1_Anterior	Cluster1	Anterior
593	EML4	-0.543657671922339	3.22749326162851e-23	45.3768207726409	Cluster1_Anterior	Cluster1	Anterior
594	EPB41L4A	0.777965870106245	8.32885930394406e-26	59.119696010133	Cluster1_Posterior	Cluster1	Posterior
595	EPHA5	0.399144517157319	5.4018327450698e-11	87.6820772640912	Cluster1_Posterior	Cluster1	Posterior
596	EPHA7	0.38859843560011	2.53131893655409e-08	65.8644711842939	Cluster1_Posterior	Cluster1	Posterior
597	ERBB4	-0.421637560880683	1.33009157049595e-10	51.4882837238759	Cluster1_Anterior	Cluster1	Anterior
598	FAM19A5	0.418635151721112	5.24478629600425e-10	72.4509183027232	Cluster1_Posterior	Cluster1	Posterior
599	FAM49B	-0.429479753481811	4.43363029846531e-12	72.9259024699177	Cluster1_Anterior	Cluster1	Anterior
600	FARP1	0.494411738673291	2.30135975127883e-13	80.1139962001267	Cluster1_Posterior	Cluster1	Posterior
601	FBXO32	-0.349147769324648	3.093376294472e-08	29.3856871437619	Cluster1_Anterior	Cluster1	Anterior
602	FHIT	-0.356103202636093	9.52486020359489e-06	72.7042431918936	Cluster1_Anterior	Cluster1	Anterior
603	FILIP1	-0.359970426093136	2.8562103991565e-13	32.8055731475618	Cluster1_Anterior	Cluster1	Anterior
604	FNDC1	0.377017128533696	2.05678770197503e-08	52.5332488917036	Cluster1_Posterior	Cluster1	Posterior
605	FOSL2	0.350294920077324	2.98934884607907e-05	64.8828372387587	Cluster1_Posterior	Cluster1	Posterior
606	FRMD5	-0.52284883238161	2.02582915928611e-11	52.9449018366055	Cluster1_Anterior	Cluster1	Anterior
607	FRYL	-0.303779425159587	2.02505674866457e-05	48.4167194426852	Cluster1_Anterior	Cluster1	Anterior
608	GABRA1	0.375069262405884	4.27917328494763e-08	47.751741608613	Cluster1_Posterior	Cluster1	Posterior
609	GABRB2	0.513596866860572	5.43146942063354e-15	86.0671310956301	Cluster1_Posterior	Cluster1	Posterior
610	GALNT18	0.435351858239939	3.19421307433791e-16	89.4236858771374	Cluster1_Posterior	Cluster1	Posterior
611	GAN	0.319136923505991	2.54114302477845e-06	31.8239392020266	Cluster1_Posterior	Cluster1	Posterior
612	GAREM1	0.373070389066852	1.99185220315278e-09	87.2704243191894	Cluster1_Posterior	Cluster1	Posterior
613	GDA	0.362357296773361	2.71124648989606e-05	61.1462951234959	Cluster1_Posterior	Cluster1	Posterior
614	GLS	-0.306567651525001	0.000450971076375055	69.5693476884104	Cluster1_Anterior	Cluster1	Anterior
615	GMCL1	0.526125622694729	3.22873684832264e-10	69.6010132995567	Cluster1_Posterior	Cluster1	Posterior
616	GNAL	0.348622302903162	0.000780209491543823	56.8081063964535	Cluster1_Posterior	Cluster1	Posterior
617	GNG2	-0.493545098935083	5.21072487153825e-15	50.6333122229259	Cluster1_Anterior	Cluster1	Anterior
618	GNG4	0.493033236910247	3.45045215558385e-13	29.6706776440785	Cluster1_Posterior	Cluster1	Posterior
619	GPC5	-1.3663554506185	3.15066969810114e-58	54.2115262824573	Cluster1_Anterior	Cluster1	Anterior
620	GRAMD1B	0.340701846050957	2.43663653076581e-06	78.1190626979101	Cluster1_Posterior	Cluster1	Posterior
621	GREB1L	-0.834656463934202	5.70422257512925e-36	48.0367321089297	Cluster1_Anterior	Cluster1	Anterior
622	GRIA1	0.538235534470332	6.58976371391491e-60	99.3983533882204	Cluster1_Posterior	Cluster1	Posterior
623	GRID1	0.329263743673617	1.25932722094509e-10	86.8904369854338	Cluster1_Posterior	Cluster1	Posterior
624	GRID2	-0.325979759220311	1.61477960142336e-05	44.3001899936669	Cluster1_Anterior	Cluster1	Anterior
625	GRIK1	0.317456887575297	0.00137634460747688	57.3464217859405	Cluster1_Posterior	Cluster1	Posterior
626	GRIN2B	0.380344540589387	6.12095678033829e-20	95.6618112729576	Cluster1_Posterior	Cluster1	Posterior
627	GRM1	-0.354653736943711	3.34488237642045e-11	57.9480683977201	Cluster1_Anterior	Cluster1	Anterior
628	GUCY1A2	0.484623896889248	1.01834477258951e-09	68.1443951868271	Cluster1_Posterior	Cluster1	Posterior
629	HDAC4	0.420538131532038	9.25428510928972e-12	68.3977200759975	Cluster1_Posterior	Cluster1	Posterior
630	HDAC9	-0.425656627750137	2.09205194350557e-12	39.2020265991134	Cluster1_Anterior	Cluster1	Anterior
631	HECW1	-0.432557424068707	4.53206577508423e-10	44.3635212159595	Cluster1_Anterior	Cluster1	Anterior
632	HTR4	0.345179149728391	3.47502524268079e-05	70.3609879670678	Cluster1_Posterior	Cluster1	Posterior
633	HUNK	0.60561127892598	8.19942583193e-14	70.0126662444585	Cluster1_Posterior	Cluster1	Posterior
634	ICA1L	0.327320716095645	0.000163269016001758	64.2811906269791	Cluster1_Posterior	Cluster1	Posterior
635	IGSF21	0.371684195793751	1.11038881812598e-05	54.401519949335	Cluster1_Posterior	Cluster1	Posterior
636	IL12RB2	-0.361316933966231	3.15440833660126e-05	54.4331855604813	Cluster1_Anterior	Cluster1	Anterior
637	IQCJ-SCHIP1	-0.515915541561605	3.37249726764099e-27	97.3084230525649	Cluster1_Anterior	Cluster1	Anterior
638	ITGA8	0.861059531688809	1.94231893293372e-35	76.9791006966434	Cluster1_Posterior	Cluster1	Posterior
639	ITGA9	0.416814844753538	1.30072313331574e-11	81.0322989233692	Cluster1_Posterior	Cluster1	Posterior
640	ITPR1	0.523233855611936	2.51647034753819e-16	84.0405319822673	Cluster1_Posterior	Cluster1	Posterior
641	JDP2	0.34997537366469	6.3818049094626e-08	29.82900569981	Cluster1_Posterior	Cluster1	Posterior
642	JMJD1C	0.329330907700446	2.02310107341744e-12	96.0734642178594	Cluster1_Posterior	Cluster1	Posterior
643	KALRN	0.470954466140583	4.29380614220253e-40	97.3717542748575	Cluster1_Posterior	Cluster1	Posterior
644	KAZN	-0.507130906251353	1.85904795389837e-13	83.8505383153895	Cluster1_Anterior	Cluster1	Anterior
645	KCND2	0.431029125257087	1.58401818178456e-18	93.7302089930336	Cluster1_Posterior	Cluster1	Posterior
646	KCNJ6	0.407753150441436	2.38531853566562e-09	79.4490183660545	Cluster1_Posterior	Cluster1	Posterior
647	KIAA0319	0.351698554261814	5.18780717351675e-05	61.589613679544	Cluster1_Posterior	Cluster1	Posterior
648	KIAA0368	0.531356328932638	6.98148374372135e-15	86.2254591513616	Cluster1_Posterior	Cluster1	Posterior
649	KIAA1211	0.376709464781664	3.22919679852771e-06	56.3647878404053	Cluster1_Posterior	Cluster1	Posterior
650	KIAA1211L	0.376345584195499	3.12449629636244e-11	86.478784040532	Cluster1_Posterior	Cluster1	Posterior
651	KIAA1217	0.372255720295906	1.30515313409495e-16	94.9335022165928	Cluster1_Posterior	Cluster1	Posterior
652	KIAA1671	0.392951811249728	1.42254027376703e-06	47.3084230525649	Cluster1_Posterior	Cluster1	Posterior
653	KIRREL3	-0.615022044690518	1.44765419772102e-30	86.7004433185561	Cluster1_Anterior	Cluster1	Anterior
654	LDB2	0.527759058187384	3.73041763782756e-27	94.6168461051298	Cluster1_Posterior	Cluster1	Posterior
655	LGI1	-0.32748129400901	8.89331136617672e-07	29.7023432552248	Cluster1_Anterior	Cluster1	Anterior
656	LINGO2	-0.43535986875155	5.39017573615367e-15	27.9607346421786	Cluster1_Anterior	Cluster1	Anterior
657	LMO4	0.465672621054856	1.16864281993854e-10	77.359088030399	Cluster1_Posterior	Cluster1	Posterior
658	LPP	0.386777121363561	4.05870659964212e-06	71.9442685243825	Cluster1_Posterior	Cluster1	Posterior
659	LRRC4C	-0.470355806432114	1.02501204352984e-12	89.0120329322356	Cluster1_Anterior	Cluster1	Anterior
660	LRRC7	0.37050469561701	1.39639244196968e-26	98.4483850538315	Cluster1_Posterior	Cluster1	Posterior
661	LSAMP	0.368913158700507	2.01618079713508e-35	99.9050031665611	Cluster1_Posterior	Cluster1	Posterior
662	LUZP2	0.405259826345778	4.73869014867918e-07	82.6789107029766	Cluster1_Posterior	Cluster1	Posterior
663	MAN1A2	0.378525380754958	2.53716005538323e-07	66.5927802406586	Cluster1_Posterior	Cluster1	Posterior
664	MAP2K1	0.354910261810407	3.74043522373664e-05	54.939835338822	Cluster1_Posterior	Cluster1	Posterior
665	MAPK10	0.388867798701418	2.15357416467953e-19	98.0050664977834	Cluster1_Posterior	Cluster1	Posterior
666	MAPRE2	-0.323823233645944	1.48350264364204e-06	66.2444585180494	Cluster1_Anterior	Cluster1	Anterior
667	MAST4	-0.314923125435994	1.50335259485204e-05	75.9974667511083	Cluster1_Anterior	Cluster1	Anterior
668	MAX	0.315613201010477	8.04409619846974e-07	39.5503483217226	Cluster1_Posterior	Cluster1	Posterior
669	MBNL1	-0.316630902088818	5.10351117546378e-05	70.0443318556048	Cluster1_Anterior	Cluster1	Anterior
670	MBP	-0.496532192620713	2.94617944704095e-10	65.1361621279291	Cluster1_Anterior	Cluster1	Anterior
671	MEGF11	-0.363794261655464	1.24796124425377e-05	50.8866371120963	Cluster1_Anterior	Cluster1	Anterior
672	MEIS2	-0.398443441813167	1.000080486482e-08	32.837238758708	Cluster1_Anterior	Cluster1	Anterior
673	MFHAS1	0.301929063615997	0.000644376039776194	41.2602913236225	Cluster1_Posterior	Cluster1	Posterior
674	MGAT4C	0.656588249166188	1.70850199659959e-14	66.7194426852438	Cluster1_Posterior	Cluster1	Posterior
675	MTMR7	-0.334115106744691	5.24478629600425e-10	33.0905636478784	Cluster1_Anterior	Cluster1	Anterior
676	MYH10	0.341175311401156	3.22919679852771e-06	80.1139962001267	Cluster1_Posterior	Cluster1	Posterior
677	MYO1D	-0.4413519044143	8.03268388735218e-13	45.4718176060798	Cluster1_Anterior	Cluster1	Anterior
678	NCALD	0.583999022588133	1.67823379813806e-17	53.7998733375554	Cluster1_Posterior	Cluster1	Posterior
679	NCAM1	-0.386554313094704	7.38925998578887e-08	83.9772007599747	Cluster1_Anterior	Cluster1	Anterior
680	NCK2	0.624158761656309	7.95727332061161e-22	53.9582013932869	Cluster1_Posterior	Cluster1	Posterior
681	NCKAP5	-0.653220721894432	1.93879546246635e-21	39.9303356554782	Cluster1_Anterior	Cluster1	Anterior
682	NDUFA4	0.389609073906045	0.00015544216836359	32.7422419252692	Cluster1_Posterior	Cluster1	Posterior
683	NECAB1	-0.438783849727469	9.43766494427082e-08	48.1317289423686	Cluster1_Anterior	Cluster1	Anterior
684	NECTIN1	0.382932551291952	6.5020487137761e-07	41.0069664344522	Cluster1_Posterior	Cluster1	Posterior
685	NEDD4L	0.344961662258389	9.80500896347276e-13	94.1735275490817	Cluster1_Posterior	Cluster1	Posterior
686	NEFM	0.422437077342577	1.04121644981598e-09	67.0994300189994	Cluster1_Posterior	Cluster1	Posterior
687	NEK10	0.519022181355608	4.76268975675447e-21	84.0405319822673	Cluster1_Posterior	Cluster1	Posterior
688	NETO2	0.499650231895445	6.78246393958337e-09	66.9094363521216	Cluster1_Posterior	Cluster1	Posterior
689	NFIX	0.366989011575065	1.43890495222517e-07	68.7143761874604	Cluster1_Posterior	Cluster1	Posterior
690	NPAS4	0.320817763860493	0.000248177775246991	72.9892336922103	Cluster1_Posterior	Cluster1	Posterior
691	NPTX2	-0.327474799946135	0.000102892098603723	39.8353388220393	Cluster1_Anterior	Cluster1	Anterior
692	NR3C2	0.348525601751991	2.00312056114684e-08	86.7004433185561	Cluster1_Posterior	Cluster1	Posterior
693	NR4A2	0.319040457169931	0.000238039796754997	57.0930968967701	Cluster1_Posterior	Cluster1	Posterior
694	NR4A3	0.33187456138007	3.23136608247875e-05	78.1190626979101	Cluster1_Posterior	Cluster1	Posterior
695	NREP	0.659955927710014	1.8347482410811e-20	54.3381887270424	Cluster1_Posterior	Cluster1	Posterior
696	NRG1	-1.04581467636101	1.15386701405404e-45	72.6725775807473	Cluster1_Anterior	Cluster1	Anterior
697	NRXN3	-1.31275549621475	2.22127776635241e-38	73.8125395820139	Cluster1_Anterior	Cluster1	Anterior
698	NSUN6	-0.368244313073575	7.92333833921716e-11	38.1253958201393	Cluster1_Anterior	Cluster1	Anterior
699	NTM	-0.700095254534536	2.8201380709403e-26	80.5573147561748	Cluster1_Anterior	Cluster1	Anterior
700	NTN1	0.45399535025209	1.32999710522419e-10	33.0588980367321	Cluster1_Posterior	Cluster1	Posterior
701	PARD3	-0.318821812229647	2.43933941751455e-09	28.0557314756175	Cluster1_Anterior	Cluster1	Anterior
702	PATJ	-0.378477637566133	4.14558530166455e-08	39.1070297656745	Cluster1_Anterior	Cluster1	Anterior
703	PCDH15	-0.436772206434245	4.97356195824442e-17	93.9202026599113	Cluster1_Anterior	Cluster1	Anterior
704	PCDH7	-0.510920420419197	6.76267343023614e-17	88.1253958201393	Cluster1_Anterior	Cluster1	Anterior
705	PCDH9	-0.617126310436168	3.43066094351501e-29	99.0183660544648	Cluster1_Anterior	Cluster1	Anterior
706	PCSK2	-0.318702762142445	8.34418977998217e-07	79.3856871437619	Cluster1_Anterior	Cluster1	Anterior
707	PDE10A	0.890646537158088	5.20847842497231e-32	74.2558581380621	Cluster1_Posterior	Cluster1	Posterior
708	PDE4D	0.406307434251604	8.39663722233439e-21	97.1817606079797	Cluster1_Posterior	Cluster1	Posterior
709	PELI1	0.349351341366931	8.26353433443627e-05	69.0310322989234	Cluster1_Posterior	Cluster1	Posterior
710	PHLPP1	-0.336768437659826	2.36394014852841e-06	56.649778340722	Cluster1_Anterior	Cluster1	Anterior
711	PID1	0.417271009352696	1.16872516472619e-06	71.9126029132362	Cluster1_Posterior	Cluster1	Posterior
712	PKP2	0.397778882093188	3.41570275658137e-06	60.4496516782774	Cluster1_Posterior	Cluster1	Posterior
713	PLXDC2	0.439022182394923	4.22859161308212e-17	93.3185560481317	Cluster1_Posterior	Cluster1	Posterior
714	PNO1	0.572102884048401	1.08715436375858e-12	65.1994933502217	Cluster1_Posterior	Cluster1	Posterior
715	PPFIBP1	0.399074404448476	1.973701553152e-07	86.1937935402153	Cluster1_Posterior	Cluster1	Posterior
716	PPM1E	0.58790979705616	7.83643234875683e-62	98.385053831539	Cluster1_Posterior	Cluster1	Posterior
717	PPM1L	-0.316228303637614	2.2361548223925e-09	47.6250791640279	Cluster1_Anterior	Cluster1	Anterior
718	PPP2R2B	-0.339967126048375	1.22088689486035e-12	95.6618112729576	Cluster1_Anterior	Cluster1	Anterior
719	PPP2R5C	0.391722549876901	2.98796662835076e-08	69.2526915769474	Cluster1_Posterior	Cluster1	Posterior
720	PRICKLE1	-0.443340171401023	9.5259832404722e-09	59.3730208993034	Cluster1_Anterior	Cluster1	Anterior
721	PRICKLE2	0.385757263650618	1.17610417403242e-11	90.2153261557948	Cluster1_Posterior	Cluster1	Posterior
722	PRUNE2	-0.379900014594562	3.73817152942497e-08	43.7302089930336	Cluster1_Anterior	Cluster1	Anterior
723	PTPDC1	-0.481321777900641	2.30135975127883e-13	29.5756808106396	Cluster1_Anterior	Cluster1	Anterior
724	PTPN9	0.332177560893705	0.000163992265680179	54.3065231158961	Cluster1_Posterior	Cluster1	Posterior
725	PTPRD	-0.537100888242784	6.95341434651338e-39	97.3084230525649	Cluster1_Anterior	Cluster1	Anterior
726	PTPRG	-0.935309831379436	1.80947486780056e-68	88.5687143761875	Cluster1_Anterior	Cluster1	Anterior
727	PTPRK	-0.355824365445899	6.99333547474859e-10	34.547181760608	Cluster1_Anterior	Cluster1	Anterior
728	PTPRN2	0.401916753947337	9.1067466370476e-23	98.1000633312223	Cluster1_Posterior	Cluster1	Posterior
729	QKI	-0.674130830661197	3.88730568893665e-14	70.7409753008233	Cluster1_Anterior	Cluster1	Anterior
730	RAB10	0.317675335114117	0.000177685938538213	52.1215959468018	Cluster1_Posterior	Cluster1	Posterior
731	RALGPS2	0.37296635350469	1.3117123457014e-06	69.7910069664345	Cluster1_Posterior	Cluster1	Posterior
732	RAPGEF2	0.301599237153813	0.000383397212746562	83.0272324255858	Cluster1_Posterior	Cluster1	Posterior
733	RBFOX3	0.31063859564984	3.42877939007113e-07	86.2887903736542	Cluster1_Posterior	Cluster1	Posterior
734	RCAN2	0.340651338282736	4.11099214727748e-06	47.213426219126	Cluster1_Posterior	Cluster1	Posterior
735	RCOR1	0.334462198713344	2.72786791202244e-05	63.2362254591514	Cluster1_Posterior	Cluster1	Posterior
736	RGL1	0.415331843209319	6.37588057227385e-12	89.5503483217226	Cluster1_Posterior	Cluster1	Posterior
737	RGS7	0.526856452892026	2.78802706393628e-47	98.8917036098797	Cluster1_Posterior	Cluster1	Posterior
738	RICTOR	0.364466919366264	1.26720520717519e-05	77.7390753641545	Cluster1_Posterior	Cluster1	Posterior
739	RIMBP2	0.333642223699627	2.01373169201623e-06	81.6022799240025	Cluster1_Posterior	Cluster1	Posterior
740	RIMS1	0.342644840795774	1.00492132983331e-08	88.63204559848	Cluster1_Posterior	Cluster1	Posterior
741	RNF220	-0.374289782210588	1.65107501927353e-06	31.1589613679544	Cluster1_Anterior	Cluster1	Anterior
742	ROBO2	0.3841812066441	1.88336003264951e-14	98.2900569981001	Cluster1_Posterior	Cluster1	Posterior
743	RP11-2E17.1	0.638604745242965	3.06403357541224e-11	79.0056998100063	Cluster1_Posterior	Cluster1	Posterior
744	RPS6KA2	-0.311948267704373	1.04240971590302e-05	33.6288790373654	Cluster1_Anterior	Cluster1	Anterior
745	RPS6KC1	0.466334250160533	1.33785759790843e-15	73.8758708043065	Cluster1_Posterior	Cluster1	Posterior
746	RRAS2	0.490721781938416	2.2361548223925e-09	71.6909436352122	Cluster1_Posterior	Cluster1	Posterior
747	RTF1	0.354362876396049	1.79832217719255e-05	49.4933502216593	Cluster1_Posterior	Cluster1	Posterior
748	RTN4	-0.42434141860595	4.88610360294321e-10	78.0240658644712	Cluster1_Anterior	Cluster1	Anterior
749	SEC14L1	0.611737104779832	3.41961096359415e-16	55.3514882837239	Cluster1_Posterior	Cluster1	Posterior
750	SEPT7	-0.332611459404722	2.56366731829857e-05	54.3698543381887	Cluster1_Anterior	Cluster1	Anterior
751	SH3GL2	-0.312717892855632	1.3825511538047e-08	74.5408486383787	Cluster1_Anterior	Cluster1	Anterior
752	SH3RF1	0.372238687053696	0.000106498671984778	73.3058898036732	Cluster1_Posterior	Cluster1	Posterior
753	SHANK1	0.349593849817894	1.34830887387367e-05	45.6618112729576	Cluster1_Posterior	Cluster1	Posterior
754	SHISA6	0.426269384073936	2.30031650334195e-16	90.7219759341355	Cluster1_Posterior	Cluster1	Posterior
755	SHISA9	-0.647558543151311	4.44001112075695e-22	64.0911969601013	Cluster1_Anterior	Cluster1	Anterior
756	SLC24A3	0.561019663016068	2.62852854357557e-33	96.0417986067131	Cluster1_Posterior	Cluster1	Posterior
757	SLC2A3	0.314283569890131	0.00520391455064344	67.9860671310956	Cluster1_Posterior	Cluster1	Posterior
758	SLC35F3	0.303843107052227	1.07742121935137e-07	89.8353388220393	Cluster1_Posterior	Cluster1	Posterior
